# Goxel 0.13.0
# One line per voxel
# X Y Z RRGGBB
3 -12 0 66ff00
4 -12 0 66ff00
5 -12 0 66ff00
6 -12 0 66ff00
7 -12 0 66ff00
8 -12 0 66ff00
9 -12 0 66ff00
10 -12 0 66ff00
11 -12 0 66ff00
12 -12 0 66ff00
13 -12 0 66ff00
14 -12 0 66ff00
15 -12 0 66ff00
0 -11 0 66ff00
1 -11 0 66ff00
2 -11 0 66ff00
3 -11 0 66ff00
4 -11 0 66ff00
5 -11 0 66ff00
6 -11 0 66ff00
7 -11 0 66ff00
8 -11 0 66ff00
9 -11 0 66ff00
10 -11 0 66ff00
11 -11 0 66ff00
12 -11 0 66ff00
13 -11 0 66ff00
14 -11 0 66ff00
15 -11 0 66ff00
0 -10 0 66ff00
1 -10 0 66ff00
2 -10 0 66ff00
3 -10 0 66ff00
4 -10 0 66ff00
5 -10 0 66ff00
6 -10 0 66ff00
7 -10 0 66ff00
8 -10 0 66ff00
9 -10 0 66ff00
10 -10 0 66ff00
11 -10 0 66ff00
12 -10 0 66ff00
13 -10 0 66ff00
14 -10 0 66ff00
15 -10 0 66ff00
0 -9 0 66ff00
1 -9 0 66ff00
2 -9 0 66ff00
3 -9 0 66ff00
4 -9 0 66ff00
5 -9 0 66ff00
6 -9 0 66ff00
7 -9 0 66ff00
8 -9 0 66ff00
9 -9 0 66ff00
10 -9 0 66ff00
11 -9 0 66ff00
12 -9 0 66ff00
13 -9 0 66ff00
14 -9 0 66ff00
15 -9 0 66ff00
0 -8 0 66ff00
1 -8 0 66ff00
2 -8 0 66ff00
3 -8 0 66ff00
4 -8 0 66ff00
5 -8 0 66ff00
6 -8 0 66ff00
7 -8 0 66ff00
8 -8 0 66ff00
9 -8 0 66ff00
10 -8 0 66ff00
11 -8 0 66ff00
12 -8 0 66ff00
13 -8 0 66ff00
14 -8 0 66ff00
15 -8 0 66ff00
0 -7 0 66ff00
1 -7 0 66ff00
2 -7 0 66ff00
3 -7 0 66ff00
4 -7 0 66ff00
5 -7 0 66ff00
6 -7 0 66ff00
7 -7 0 66ff00
8 -7 0 66ff00
9 -7 0 66ff00
10 -7 0 66ff00
11 -7 0 66ff00
12 -7 0 66ff00
13 -7 0 66ff00
14 -7 0 66ff00
15 -7 0 66ff00
0 -6 0 66ff00
1 -6 0 66ff00
2 -6 0 66ff00
3 -6 0 66ff00
4 -6 0 66ff00
5 -6 0 66ff00
6 -6 0 66ff00
7 -6 0 66ff00
8 -6 0 66ff00
9 -6 0 66ff00
10 -6 0 66ff00
11 -6 0 66ff00
12 -6 0 66ff00
13 -6 0 66ff00
14 -6 0 66ff00
15 -6 0 66ff00
0 -5 0 66ff00
1 -5 0 66ff00
2 -5 0 66ff00
3 -5 0 66ff00
4 -5 0 66ff00
5 -5 0 66ff00
6 -5 0 66ff00
7 -5 0 66ff00
8 -5 0 66ff00
9 -5 0 66ff00
10 -5 0 66ff00
11 -5 0 66ff00
12 -5 0 66ff00
13 -5 0 66ff00
14 -5 0 66ff00
15 -5 0 66ff00
0 -4 0 66ff00
1 -4 0 66ff00
2 -4 0 66ff00
3 -4 0 66ff00
4 -4 0 66ff00
5 -4 0 66ff00
6 -4 0 66ff00
7 -4 0 66ff00
8 -4 0 66ff00
9 -4 0 66ff00
10 -4 0 66ff00
11 -4 0 66ff00
12 -4 0 66ff00
13 -4 0 66ff00
14 -4 0 66ff00
15 -4 0 66ff00
0 -3 0 66ff00
1 -3 0 66ff00
2 -3 0 66ff00
3 -3 0 66ff00
4 -3 0 66ff00
5 -3 0 66ff00
6 -3 0 66ff00
7 -3 0 66ff00
8 -3 0 66ff00
9 -3 0 66ff00
10 -3 0 66ff00
11 -3 0 66ff00
12 -3 0 66ff00
13 -3 0 66ff00
14 -3 0 66ff00
15 -3 0 66ff00
0 -2 0 66ff00
1 -2 0 66ff00
2 -2 0 66ff00
3 -2 0 66ff00
4 -2 0 66ff00
5 -2 0 66ff00
6 -2 0 66ff00
7 -2 0 66ff00
8 -2 0 66ff00
9 -2 0 66ff00
10 -2 0 66ff00
11 -2 0 66ff00
12 -2 0 66ff00
13 -2 0 66ff00
14 -2 0 66ff00
15 -2 0 66ff00
0 -1 0 66ff00
1 -1 0 66ff00
2 -1 0 66ff00
3 -1 0 66ff00
4 -1 0 66ff00
5 -1 0 66ff00
6 -1 0 66ff00
7 -1 0 66ff00
8 -1 0 66ff00
9 -1 0 66ff00
10 -1 0 66ff00
11 -1 0 66ff00
12 -1 0 66ff00
13 -1 0 66ff00
14 -1 0 66ff00
15 -1 0 66ff00
15 -16 1 0000ff
15 -16 2 0000ff
15 -16 3 0000ff
15 -16 4 0000ff
15 -16 5 0000ff
15 -16 6 0000ff
15 -16 7 0000ff
15 -16 8 0000ff
15 -16 9 0000ff
15 -16 10 0000ff
15 -16 11 0000ff
15 -16 12 0000ff
15 -16 13 0000ff
15 -16 14 0000ff
15 -16 15 0000ff
-16 0 0 66ff00
-15 0 0 66ff00
-14 0 0 66ff00
-13 0 0 66ff00
-12 0 0 66ff00
-11 0 0 66ff00
-10 0 0 66ff00
-9 0 0 66ff00
-8 0 0 66ff00
-7 0 0 66ff00
-6 0 0 66ff00
-5 0 0 66ff00
-4 0 0 66ff00
-3 0 0 66ff00
-2 0 0 66ff00
-1 0 0 66ff00
-16 1 0 66ff00
-15 1 0 66ff00
-14 1 0 66ff00
-13 1 0 66ff00
-12 1 0 66ff00
-11 1 0 66ff00
-10 1 0 66ff00
-9 1 0 66ff00
-8 1 0 66ff00
-7 1 0 66ff00
-6 1 0 66ff00
-5 1 0 66ff00
-4 1 0 66ff00
-3 1 0 66ff00
-2 1 0 66ff00
-1 1 0 66ff00
-16 2 0 66ff00
-15 2 0 66ff00
-14 2 0 66ff00
-13 2 0 66ff00
-12 2 0 66ff00
-11 2 0 66ff00
-10 2 0 66ff00
-9 2 0 66ff00
-8 2 0 66ff00
-7 2 0 66ff00
-6 2 0 66ff00
-5 2 0 66ff00
-4 2 0 66ff00
-3 2 0 66ff00
-2 2 0 66ff00
-1 2 0 66ff00
-16 3 0 66ff00
-15 3 0 66ff00
-14 3 0 66ff00
-13 3 0 66ff00
-12 3 0 66ff00
-11 3 0 66ff00
-10 3 0 66ff00
-9 3 0 66ff00
-8 3 0 66ff00
-7 3 0 66ff00
-6 3 0 66ff00
-5 3 0 66ff00
-4 3 0 66ff00
-3 3 0 66ff00
-2 3 0 66ff00
-1 3 0 66ff00
-16 4 0 66ff00
-15 4 0 66ff00
-14 4 0 66ff00
-13 4 0 66ff00
-12 4 0 66ff00
-11 4 0 66ff00
-10 4 0 66ff00
-9 4 0 66ff00
-8 4 0 66ff00
-7 4 0 66ff00
-6 4 0 66ff00
-5 4 0 66ff00
-4 4 0 66ff00
-3 4 0 66ff00
-2 4 0 66ff00
-1 4 0 66ff00
-16 5 0 66ff00
-15 5 0 66ff00
-14 5 0 66ff00
-13 5 0 66ff00
-12 5 0 66ff00
-11 5 0 66ff00
-10 5 0 66ff00
-9 5 0 66ff00
-8 5 0 66ff00
-7 5 0 66ff00
-6 5 0 66ff00
-5 5 0 66ff00
-4 5 0 66ff00
-3 5 0 66ff00
-2 5 0 66ff00
-1 5 0 66ff00
-16 6 0 66ff00
-15 6 0 66ff00
-14 6 0 66ff00
-13 6 0 66ff00
-12 6 0 66ff00
-11 6 0 66ff00
-10 6 0 66ff00
-9 6 0 66ff00
-8 6 0 66ff00
-7 6 0 66ff00
-6 6 0 66ff00
-5 6 0 66ff00
-4 6 0 66ff00
-3 6 0 66ff00
-2 6 0 66ff00
-1 6 0 66ff00
-16 7 0 66ff00
-15 7 0 66ff00
-14 7 0 66ff00
-13 7 0 66ff00
-12 7 0 66ff00
-11 7 0 66ff00
-10 7 0 66ff00
-9 7 0 66ff00
-8 7 0 66ff00
-7 7 0 66ff00
-6 7 0 66ff00
-5 7 0 66ff00
-4 7 0 66ff00
-3 7 0 66ff00
-2 7 0 66ff00
-1 7 0 66ff00
-16 8 0 66ff00
-15 8 0 66ff00
-14 8 0 66ff00
-13 8 0 66ff00
-12 8 0 66ff00
-11 8 0 66ff00
-10 8 0 66ff00
-9 8 0 66ff00
-8 8 0 66ff00
-7 8 0 66ff00
-6 8 0 66ff00
-5 8 0 66ff00
-4 8 0 66ff00
-3 8 0 66ff00
-2 8 0 66ff00
-1 8 0 66ff00
-16 9 0 66ff00
-15 9 0 66ff00
-14 9 0 66ff00
-13 9 0 66ff00
-12 9 0 66ff00
-11 9 0 66ff00
-10 9 0 66ff00
-9 9 0 66ff00
-8 9 0 66ff00
-7 9 0 66ff00
-6 9 0 66ff00
-5 9 0 66ff00
-4 9 0 66ff00
-3 9 0 66ff00
-2 9 0 66ff00
-1 9 0 66ff00
-16 10 0 66ff00
-15 10 0 66ff00
-14 10 0 66ff00
-13 10 0 66ff00
-12 10 0 66ff00
-11 10 0 66ff00
-10 10 0 66ff00
-9 10 0 66ff00
-8 10 0 66ff00
-7 10 0 66ff00
-6 10 0 66ff00
-5 10 0 66ff00
-4 10 0 66ff00
-3 10 0 66ff00
-2 10 0 66ff00
-1 10 0 66ff00
-16 11 0 66ff00
-15 11 0 66ff00
-14 11 0 66ff00
-13 11 0 66ff00
-12 11 0 66ff00
-11 11 0 66ff00
-10 11 0 66ff00
-9 11 0 66ff00
-8 11 0 66ff00
-7 11 0 66ff00
-6 11 0 66ff00
-5 11 0 66ff00
-4 11 0 66ff00
-3 11 0 66ff00
-2 11 0 66ff00
-1 11 0 66ff00
-16 12 0 66ff00
-15 12 0 66ff00
-14 12 0 66ff00
-13 12 0 66ff00
-12 12 0 66ff00
-11 12 0 66ff00
-10 12 0 66ff00
-9 12 0 66ff00
-8 12 0 66ff00
-7 12 0 66ff00
-6 12 0 66ff00
-5 12 0 66ff00
-4 12 0 66ff00
-3 12 0 66ff00
-2 12 0 66ff00
-1 12 0 66ff00
-16 13 0 66ff00
-15 13 0 66ff00
-14 13 0 66ff00
-13 13 0 66ff00
-12 13 0 66ff00
-11 13 0 66ff00
-10 13 0 66ff00
-9 13 0 66ff00
-8 13 0 66ff00
-7 13 0 66ff00
-6 13 0 66ff00
-5 13 0 66ff00
-4 13 0 66ff00
-3 13 0 66ff00
-2 13 0 66ff00
-1 13 0 66ff00
-16 14 0 66ff00
-15 14 0 66ff00
-14 14 0 66ff00
-13 14 0 66ff00
-12 14 0 66ff00
-11 14 0 66ff00
-10 14 0 66ff00
-9 14 0 66ff00
-8 14 0 66ff00
-7 14 0 66ff00
-6 14 0 66ff00
-5 14 0 66ff00
-4 14 0 66ff00
-3 14 0 66ff00
-2 14 0 66ff00
-1 14 0 66ff00
-16 15 0 000000
-15 15 0 ff0000
-14 15 0 ff0000
-13 15 0 ff0000
-12 15 0 ff0000
-11 15 0 ff0000
-10 15 0 ff0000
-9 15 0 ff0000
-8 15 0 ff0000
-7 15 0 ff0000
-6 15 0 ff0000
-5 15 0 ff0000
-4 15 0 ff0000
-3 15 0 ff0000
-2 15 0 ff0000
-1 15 0 ff0000
-16 15 1 0000ff
-16 15 2 0000ff
-16 15 3 0000ff
-16 15 4 0000ff
-16 15 5 0000ff
-16 15 6 0000ff
-16 15 7 0000ff
-16 15 8 0000ff
-16 15 9 0000ff
-16 15 10 0000ff
-16 15 11 0000ff
-16 15 12 0000ff
-16 15 13 0000ff
-16 15 14 0000ff
-16 15 15 0000ff
0 0 0 66ff00
1 0 0 66ff00
2 0 0 66ff00
3 0 0 66ff00
4 0 0 66ff00
5 0 0 66ff00
6 0 0 66ff00
7 0 0 66ff00
8 0 0 66ff00
9 0 0 66ff00
10 0 0 66ff00
11 0 0 66ff00
12 0 0 66ff00
13 0 0 66ff00
14 0 0 66ff00
15 0 0 66ff00
0 1 0 66ff00
1 1 0 66ff00
2 1 0 66ff00
3 1 0 66ff00
4 1 0 66ff00
5 1 0 66ff00
6 1 0 66ff00
7 1 0 66ff00
8 1 0 66ff00
9 1 0 66ff00
10 1 0 66ff00
11 1 0 66ff00
12 1 0 66ff00
13 1 0 66ff00
14 1 0 66ff00
15 1 0 66ff00
0 2 0 66ff00
1 2 0 66ff00
2 2 0 66ff00
3 2 0 66ff00
4 2 0 66ff00
5 2 0 66ff00
6 2 0 66ff00
7 2 0 66ff00
8 2 0 66ff00
9 2 0 66ff00
10 2 0 66ff00
11 2 0 66ff00
12 2 0 66ff00
13 2 0 66ff00
14 2 0 66ff00
15 2 0 66ff00
0 3 0 66ff00
1 3 0 66ff00
2 3 0 66ff00
3 3 0 66ff00
4 3 0 66ff00
5 3 0 66ff00
6 3 0 66ff00
7 3 0 66ff00
8 3 0 66ff00
9 3 0 66ff00
10 3 0 66ff00
11 3 0 66ff00
12 3 0 66ff00
13 3 0 66ff00
14 3 0 66ff00
15 3 0 66ff00
0 4 0 66ff00
1 4 0 66ff00
2 4 0 66ff00
3 4 0 66ff00
4 4 0 66ff00
5 4 0 66ff00
6 4 0 66ff00
7 4 0 66ff00
8 4 0 66ff00
9 4 0 66ff00
10 4 0 66ff00
11 4 0 66ff00
12 4 0 66ff00
13 4 0 66ff00
14 4 0 66ff00
15 4 0 66ff00
0 5 0 66ff00
1 5 0 66ff00
2 5 0 66ff00
3 5 0 66ff00
4 5 0 66ff00
5 5 0 66ff00
6 5 0 66ff00
7 5 0 66ff00
8 5 0 66ff00
9 5 0 66ff00
10 5 0 66ff00
11 5 0 66ff00
12 5 0 66ff00
13 5 0 66ff00
14 5 0 66ff00
15 5 0 66ff00
0 6 0 66ff00
1 6 0 66ff00
2 6 0 66ff00
3 6 0 66ff00
4 6 0 66ff00
5 6 0 66ff00
6 6 0 66ff00
7 6 0 66ff00
8 6 0 66ff00
9 6 0 66ff00
10 6 0 66ff00
11 6 0 66ff00
12 6 0 66ff00
13 6 0 66ff00
14 6 0 66ff00
15 6 0 66ff00
0 7 0 66ff00
1 7 0 66ff00
2 7 0 66ff00
3 7 0 66ff00
4 7 0 66ff00
5 7 0 66ff00
6 7 0 66ff00
7 7 0 66ff00
8 7 0 66ff00
9 7 0 66ff00
10 7 0 66ff00
11 7 0 66ff00
12 7 0 66ff00
13 7 0 66ff00
14 7 0 66ff00
15 7 0 66ff00
0 8 0 66ff00
1 8 0 66ff00
2 8 0 66ff00
3 8 0 66ff00
4 8 0 66ff00
5 8 0 66ff00
6 8 0 66ff00
7 8 0 66ff00
8 8 0 66ff00
9 8 0 66ff00
10 8 0 66ff00
11 8 0 66ff00
12 8 0 66ff00
13 8 0 66ff00
14 8 0 66ff00
15 8 0 66ff00
0 9 0 66ff00
1 9 0 66ff00
2 9 0 66ff00
3 9 0 66ff00
4 9 0 66ff00
5 9 0 66ff00
6 9 0 66ff00
7 9 0 66ff00
8 9 0 66ff00
9 9 0 66ff00
10 9 0 66ff00
11 9 0 66ff00
12 9 0 66ff00
13 9 0 66ff00
14 9 0 66ff00
15 9 0 66ff00
0 10 0 66ff00
1 10 0 66ff00
2 10 0 66ff00
3 10 0 66ff00
4 10 0 66ff00
5 10 0 66ff00
6 10 0 66ff00
7 10 0 66ff00
8 10 0 66ff00
9 10 0 66ff00
10 10 0 66ff00
11 10 0 66ff00
12 10 0 66ff00
13 10 0 66ff00
14 10 0 66ff00
15 10 0 66ff00
0 11 0 66ff00
1 11 0 66ff00
2 11 0 66ff00
3 11 0 66ff00
4 11 0 66ff00
5 11 0 66ff00
6 11 0 66ff00
7 11 0 66ff00
8 11 0 66ff00
9 11 0 66ff00
10 11 0 66ff00
11 11 0 66ff00
12 11 0 66ff00
13 11 0 66ff00
14 11 0 66ff00
15 11 0 66ff00
0 12 0 66ff00
1 12 0 66ff00
2 12 0 66ff00
3 12 0 66ff00
4 12 0 66ff00
5 12 0 66ff00
6 12 0 66ff00
7 12 0 66ff00
8 12 0 66ff00
9 12 0 66ff00
10 12 0 66ff00
11 12 0 66ff00
12 12 0 66ff00
13 12 0 66ff00
14 12 0 66ff00
15 12 0 66ff00
0 13 0 66ff00
1 13 0 66ff00
2 13 0 66ff00
3 13 0 66ff00
4 13 0 66ff00
5 13 0 66ff00
6 13 0 66ff00
7 13 0 66ff00
8 13 0 66ff00
9 13 0 66ff00
10 13 0 66ff00
11 13 0 66ff00
12 13 0 66ff00
13 13 0 66ff00
14 13 0 66ff00
15 13 0 66ff00
0 14 0 66ff00
1 14 0 66ff00
2 14 0 66ff00
3 14 0 66ff00
4 14 0 66ff00
5 14 0 66ff00
6 14 0 66ff00
7 14 0 66ff00
8 14 0 66ff00
9 14 0 66ff00
10 14 0 66ff00
11 14 0 66ff00
12 14 0 66ff00
13 14 0 66ff00
14 14 0 66ff00
15 14 0 66ff00
0 15 0 ff0000
1 15 0 ff0000
2 15 0 ff0000
3 15 0 ff0000
4 15 0 ff0000
5 15 0 ff0000
6 15 0 ff0000
7 15 0 ff0000
8 15 0 ff0000
9 15 0 ff0000
10 15 0 ff0000
11 15 0 ff0000
12 15 0 ff0000
13 15 0 ff0000
14 15 0 ff0000
15 15 0 000000
15 15 1 0000ff
15 15 2 0000ff
15 15 3 0000ff
15 15 4 0000ff
15 15 5 0000ff
15 15 6 0000ff
15 15 7 0000ff
15 15 8 0000ff
15 15 9 0000ff
15 15 10 0000ff
15 15 11 0000ff
15 15 12 0000ff
15 15 13 0000ff
15 15 14 0000ff
15 15 15 0000ff
-16 15 16 0000ff
-16 15 17 0000ff
-16 15 18 0000ff
-16 15 19 0000ff
-16 15 20 0000ff
-16 15 21 0000ff
-16 15 22 0000ff
-16 15 23 0000ff
-16 15 24 0000ff
-16 15 25 0000ff
-16 15 26 0000ff
-16 15 27 0000ff
-16 15 28 0000ff
-16 15 29 0000ff
-16 15 30 0000ff
-16 0 31 00ff00
-16 1 31 00ff00
-16 2 31 00ff00
-16 3 31 00ff00
-16 4 31 00ff00
-16 5 31 00ff00
-16 6 31 00ff00
-16 7 31 00ff00
-16 8 31 00ff00
-16 9 31 00ff00
-16 10 31 00ff00
-16 11 31 00ff00
-16 12 31 00ff00
-16 13 31 00ff00
-16 14 31 00ff00
-16 15 31 000000
-15 15 31 ff0000
-14 15 31 ff0000
-13 15 31 ff0000
-12 15 31 ff0000
-11 15 31 ff0000
-10 15 31 ff0000
-9 15 31 ff0000
-8 15 31 ff0000
-7 15 31 ff0000
-6 15 31 ff0000
-5 15 31 ff0000
-4 15 31 ff0000
-3 15 31 ff0000
-2 15 31 ff0000
-1 15 31 ff0000
-16 -16 16 0000ff
-16 -16 17 0000ff
-16 -16 18 0000ff
-16 -16 19 0000ff
-16 -16 20 0000ff
-16 -16 21 0000ff
-16 -16 22 0000ff
-16 -16 23 0000ff
-16 -16 24 0000ff
-16 -16 25 0000ff
-16 -16 26 0000ff
-16 -16 27 0000ff
-16 -16 28 0000ff
-16 -16 29 0000ff
-16 -16 30 0000ff
-16 -16 31 000000
-15 -16 31 ff0000
-14 -16 31 ff0000
-13 -16 31 ff0000
-12 -16 31 ff0000
-11 -16 31 ff0000
-10 -16 31 ff0000
-9 -16 31 ff0000
-8 -16 31 ff0000
-7 -16 31 ff0000
-6 -16 31 ff0000
-5 -16 31 ff0000
-4 -16 31 ff0000
-3 -16 31 ff0000
