# Goxel 0.13.0
# One line per voxel
# X Y Z RRGGBB
14 5 0 666699
15 5 0 666699
0 6 0 666699
1 6 0 666699
2 6 0 666699
3 6 0 666699
4 6 0 666699
5 6 0 666699
6 6 0 666699
7 6 0 666699
8 6 0 666699
9 6 0 666699
10 6 0 666699
11 6 0 666699
12 6 0 666699
13 6 0 666699
14 6 0 666699
15 6 0 666699
0 7 0 666699
1 7 0 666699
2 7 0 666699
3 7 0 666699
4 7 0 666699
5 7 0 666699
6 7 0 666699
7 7 0 666699
8 7 0 666699
9 7 0 666699
10 7 0 666699
11 7 0 666699
12 7 0 666699
13 7 0 666699
14 7 0 666699
15 7 0 666699
0 8 0 666699
1 8 0 666699
2 8 0 666699
3 8 0 666699
4 8 0 666699
5 8 0 666699
6 8 0 666699
7 8 0 666699
8 8 0 666699
9 8 0 666699
10 8 0 666699
11 8 0 666699
12 8 0 666699
13 8 0 666699
14 8 0 666699
15 8 0 666699
0 9 0 666699
1 9 0 666699
2 9 0 666699
3 9 0 666699
4 9 0 666699
5 9 0 666699
6 9 0 666699
7 9 0 666699
8 9 0 666699
9 9 0 666699
10 9 0 666699
11 9 0 666699
12 9 0 666699
13 9 0 666699
14 9 0 666699
15 9 0 666699
0 10 0 666699
1 10 0 666699
2 10 0 666699
3 10 0 666699
4 10 0 666699
5 10 0 666699
6 10 0 666699
7 10 0 666699
8 10 0 666699
9 10 0 666699
10 10 0 666699
11 10 0 666699
12 10 0 666699
13 10 0 666699
14 10 0 666699
15 10 0 666699
0 11 0 666699
1 11 0 666699
2 11 0 666699
3 11 0 666699
4 11 0 666699
5 11 0 666699
6 11 0 666699
7 11 0 666699
8 11 0 666699
9 11 0 666699
10 11 0 666699
11 11 0 666699
12 11 0 666699
13 11 0 666699
14 11 0 666699
15 11 0 666699
0 12 0 666699
1 12 0 666699
2 12 0 666699
3 12 0 666699
4 12 0 666699
5 12 0 666699
6 12 0 666699
7 12 0 666699
8 12 0 666699
9 12 0 666699
10 12 0 666699
11 12 0 666699
12 12 0 666699
13 12 0 666699
14 12 0 666699
15 12 0 666699
0 13 0 666699
1 13 0 666699
2 13 0 666699
3 13 0 666699
4 13 0 666699
5 13 0 666699
6 13 0 666699
7 13 0 666699
8 13 0 666699
9 13 0 666699
10 13 0 666699
11 13 0 666699
12 13 0 666699
13 13 0 666699
14 13 0 666699
15 13 0 666699
0 14 0 666699
1 14 0 666699
2 14 0 666699
3 14 0 666699
4 14 0 666699
5 14 0 666699
6 14 0 666699
7 14 0 666699
8 14 0 666699
9 14 0 666699
10 14 0 666699
11 14 0 666699
12 14 0 666699
13 14 0 666699
14 14 0 666699
15 14 0 666699
0 15 0 666699
1 15 0 666699
2 15 0 666699
3 15 0 666699
4 15 0 666699
5 15 0 666699
6 15 0 666699
7 15 0 666699
8 15 0 666699
9 15 0 666699
10 15 0 666699
11 15 0 666699
12 15 0 666699
13 15 0 666699
14 15 0 666699
15 15 0 666699
14 0 1 66ff33
15 0 1 99cc99
14 1 1 66ff33
15 1 1 99cc99
14 2 1 66ff33
15 2 1 99cc99
14 3 1 66ff33
15 3 1 99cc99
14 4 1 66ff33
15 4 1 99cc99
14 5 1 66ff33
15 5 1 99cc99
14 6 1 66ff33
15 6 1 99cc99
14 7 1 66ff33
15 7 1 99cc99
14 8 1 66ff33
15 8 1 99cc99
14 9 1 66ff33
15 9 1 99cc99
14 10 1 66ff33
15 10 1 99cc99
14 11 1 66ff33
15 11 1 99cc99
14 12 1 66ff33
15 12 1 99cc99
14 13 1 66ff33
15 13 1 99cc99
14 14 1 66ff33
15 14 1 99cc99
14 15 1 66ff33
15 15 1 99cc99
13 0 2 66ff33
14 0 2 66ff33
13 1 2 66ff33
14 1 2 66ff33
13 2 2 66ff33
14 2 2 66ff33
13 3 2 66ff33
14 3 2 66ff33
13 4 2 66ff33
14 4 2 66ff33
13 5 2 66ff33
14 5 2 66ff33
13 6 2 66ff33
14 6 2 66ff33
13 7 2 66ff33
14 7 2 66ff33
13 8 2 66ff33
14 8 2 66ff33
13 9 2 66ff33
14 9 2 66ff33
13 10 2 66ff33
14 10 2 66ff33
13 11 2 66ff33
14 11 2 66ff33
13 12 2 66ff33
14 12 2 66ff33
13 13 2 66ff33
14 13 2 66ff33
13 14 2 66ff33
14 14 2 66ff33
13 15 2 66ff33
14 15 2 66ff33
12 0 3 66ff33
13 0 3 66ff33
12 1 3 66ff33
13 1 3 66ff33
12 2 3 66ff33
13 2 3 66ff33
12 3 3 66ff33
13 3 3 66ff33
12 4 3 66ff33
13 4 3 66ff33
12 5 3 66ff33
13 5 3 66ff33
12 6 3 66ff33
13 6 3 66ff33
12 7 3 66ff33
13 7 3 66ff33
12 8 3 66ff33
13 8 3 66ff33
12 9 3 66ff33
13 9 3 66ff33
12 10 3 66ff33
13 10 3 66ff33
12 11 3 66ff33
13 11 3 66ff33
12 12 3 66ff33
13 12 3 66ff33
12 13 3 66ff33
13 13 3 66ff33
12 14 3 66ff33
13 14 3 66ff33
12 15 3 66ff33
13 15 3 66ff33
11 0 4 66ff33
12 0 4 66ff33
11 1 4 66ff33
12 1 4 66ff33
11 2 4 66ff33
12 2 4 66ff33
11 3 4 66ff33
12 3 4 66ff33
11 4 4 66ff33
12 4 4 66ff33
11 5 4 66ff33
12 5 4 66ff33
11 6 4 66ff33
12 6 4 66ff33
11 7 4 66ff33
12 7 4 66ff33
11 8 4 66ff33
12 8 4 66ff33
11 9 4 66ff33
12 9 4 66ff33
11 10 4 66ff33
12 10 4 66ff33
11 11 4 66ff33
12 11 4 66ff33
11 12 4 66ff33
12 12 4 66ff33
11 13 4 66ff33
12 13 4 66ff33
11 14 4 66ff33
12 14 4 66ff33
11 15 4 66ff33
12 15 4 66ff33
10 0 5 66ff33
11 0 5 66ff33
10 1 5 66ff33
11 1 5 66ff33
10 2 5 66ff33
11 2 5 66ff33
10 3 5 66ff33
11 3 5 66ff33
10 4 5 66ff33
11 4 5 66ff33
10 5 5 66ff33
11 5 5 66ff33
10 6 5 66ff33
11 6 5 66ff33
10 7 5 66ff33
11 7 5 66ff33
10 8 5 66ff33
11 8 5 66ff33
10 9 5 66ff33
11 9 5 66ff33
10 10 5 66ff33
11 10 5 66ff33
10 11 5 66ff33
11 11 5 66ff33
10 12 5 66ff33
11 12 5 66ff33
10 13 5 66ff33
11 13 5 66ff33
10 14 5 66ff33
11 14 5 66ff33
10 15 5 66ff33
11 15 5 66ff33
9 0 6 66ff33
10 0 6 66ff33
9 1 6 66ff33
10 1 6 66ff33
9 2 6 66ff33
10 2 6 66ff33
9 3 6 66ff33
10 3 6 66ff33
9 4 6 66ff33
10 4 6 66ff33
9 5 6 66ff33
10 5 6 66ff33
9 6 6 66ff33
10 6 6 66ff33
9 7 6 66ff33
10 7 6 66ff33
9 8 6 66ff33
10 8 6 66ff33
9 9 6 66ff33
10 9 6 66ff33
9 10 6 66ff33
10 10 6 66ff33
9 11 6 66ff33
10 11 6 66ff33
9 12 6 66ff33
10 12 6 66ff33
9 13 6 66ff33
10 13 6 66ff33
9 14 6 66ff33
10 14 6 66ff33
9 15 6 66ff33
10 15 6 66ff33
8 0 7 66ff33
9 0 7 66ff33
8 1 7 66ff33
9 1 7 66ff33
8 2 7 66ff33
9 2 7 66ff33
8 3 7 66ff33
9 3 7 66ff33
8 4 7 66ff33
9 4 7 66ff33
8 5 7 66ff33
9 5 7 66ff33
8 6 7 66ff33
9 6 7 66ff33
8 7 7 66ff33
9 7 7 66ff33
8 8 7 66ff33
9 8 7 66ff33
8 9 7 66ff33
9 9 7 66ff33
8 10 7 66ff33
9 10 7 66ff33
8 11 7 66ff33
9 11 7 66ff33
8 12 7 66ff33
9 12 7 66ff33
8 13 7 66ff33
9 13 7 66ff33
8 14 7 66ff33
9 14 7 66ff33
8 15 7 66ff33
9 15 7 66ff33
7 0 8 66ff33
8 0 8 66ff33
7 1 8 66ff33
8 1 8 66ff33
7 2 8 66ff33
8 2 8 66ff33
7 3 8 66ff33
8 3 8 66ff33
7 4 8 66ff33
8 4 8 66ff33
7 5 8 66ff33
8 5 8 66ff33
7 6 8 66ff33
8 6 8 66ff33
7 7 8 66ff33
8 7 8 66ff33
7 8 8 66ff33
8 8 8 66ff33
7 9 8 66ff33
8 9 8 66ff33
7 10 8 66ff33
8 10 8 66ff33
7 11 8 66ff33
8 11 8 66ff33
7 12 8 66ff33
8 12 8 66ff33
7 13 8 66ff33
8 13 8 66ff33
7 14 8 66ff33
8 14 8 66ff33
7 15 8 66ff33
8 15 8 66ff33
6 0 9 66ff33
7 0 9 66ff33
6 1 9 66ff33
7 1 9 66ff33
6 2 9 66ff33
7 2 9 66ff33
6 3 9 66ff33
7 3 9 66ff33
6 4 9 66ff33
7 4 9 66ff33
6 5 9 66ff33
7 5 9 66ff33
6 6 9 66ff33
7 6 9 66ff33
6 7 9 66ff33
7 7 9 66ff33
6 8 9 66ff33
7 8 9 66ff33
6 9 9 66ff33
7 9 9 66ff33
6 10 9 66ff33
7 10 9 66ff33
6 11 9 66ff33
7 11 9 66ff33
6 12 9 66ff33
7 12 9 66ff33
6 13 9 66ff33
7 13 9 66ff33
6 14 9 66ff33
7 14 9 66ff33
6 15 9 66ff33
7 15 9 66ff33
5 0 10 66ff33
6 0 10 66ff33
5 1 10 66ff33
6 1 10 66ff33
5 2 10 66ff33
6 2 10 66ff33
5 3 10 66ff33
6 3 10 66ff33
5 4 10 66ff33
6 4 10 66ff33
5 5 10 66ff33
6 5 10 66ff33
5 6 10 66ff33
6 6 10 66ff33
5 7 10 66ff33
6 7 10 66ff33
5 8 10 66ff33
6 8 10 66ff33
5 9 10 66ff33
6 9 10 66ff33
5 10 10 66ff33
6 10 10 66ff33
5 11 10 66ff33
6 11 10 66ff33
5 12 10 66ff33
6 12 10 66ff33
5 13 10 66ff33
6 13 10 66ff33
5 14 10 66ff33
6 14 10 66ff33
5 15 10 66ff33
6 15 10 66ff33
4 0 11 66ff33
5 0 11 66ff33
4 1 11 66ff33
5 1 11 66ff33
4 2 11 66ff33
5 2 11 66ff33
4 3 11 66ff33
5 3 11 66ff33
4 4 11 66ff33
5 4 11 66ff33
4 5 11 66ff33
5 5 11 66ff33
4 6 11 66ff33
5 6 11 66ff33
4 7 11 66ff33
5 7 11 66ff33
4 8 11 66ff33
5 8 11 66ff33
4 9 11 66ff33
5 9 11 66ff33
4 10 11 66ff33
5 10 11 66ff33
4 11 11 66ff33
5 11 11 66ff33
4 12 11 66ff33
5 12 11 66ff33
4 13 11 66ff33
5 13 11 66ff33
4 14 11 66ff33
5 14 11 66ff33
4 15 11 66ff33
5 15 11 66ff33
3 0 12 66ff33
4 0 12 66ff33
3 1 12 66ff33
4 1 12 66ff33
3 2 12 66ff33
4 2 12 66ff33
3 3 12 66ff33
4 3 12 66ff33
3 4 12 66ff33
4 4 12 66ff33
3 5 12 66ff33
4 5 12 66ff33
3 6 12 66ff33
4 6 12 66ff33
3 7 12 66ff33
4 7 12 66ff33
3 8 12 66ff33
4 8 12 66ff33
3 9 12 66ff33
4 9 12 66ff33
3 10 12 66ff33
4 10 12 66ff33
3 11 12 66ff33
4 11 12 66ff33
3 12 12 66ff33
4 12 12 66ff33
3 13 12 66ff33
4 13 12 66ff33
3 14 12 66ff33
4 14 12 66ff33
3 15 12 66ff33
4 15 12 66ff33
2 0 13 66ff33
3 0 13 66ff33
2 1 13 66ff33
3 1 13 66ff33
2 2 13 66ff33
3 2 13 66ff33
2 3 13 66ff33
3 3 13 66ff33
2 4 13 66ff33
3 4 13 66ff33
2 5 13 66ff33
3 5 13 66ff33
2 6 13 66ff33
3 6 13 66ff33
2 7 13 66ff33
3 7 13 66ff33
2 8 13 66ff33
3 8 13 66ff33
2 9 13 66ff33
3 9 13 66ff33
2 10 13 66ff33
3 10 13 66ff33
2 11 13 66ff33
3 11 13 66ff33
2 12 13 66ff33
3 12 13 66ff33
2 13 13 66ff33
3 13 13 66ff33
2 14 13 66ff33
3 14 13 66ff33
2 15 13 66ff33
3 15 13 66ff33
1 0 14 66ff33
2 0 14 66ff33
1 1 14 66ff33
2 1 14 66ff33
1 2 14 66ff33
2 2 14 66ff33
1 3 14 66ff33
2 3 14 66ff33
1 4 14 66ff33
2 4 14 66ff33
1 5 14 66ff33
2 5 14 66ff33
1 6 14 66ff33
2 6 14 66ff33
1 7 14 66ff33
2 7 14 66ff33
1 8 14 66ff33
2 8 14 66ff33
1 9 14 66ff33
2 9 14 66ff33
1 10 14 66ff33
2 10 14 66ff33
1 11 14 66ff33
2 11 14 66ff33
1 12 14 66ff33
2 12 14 66ff33
1 13 14 66ff33
2 13 14 66ff33
1 14 14 66ff33
2 14 14 66ff33
1 15 14 66ff33
2 15 14 66ff33
0 0 15 66ff33
1 0 15 66ff33
0 1 15 66ff33
1 1 15 66ff33
0 2 15 66ff33
1 2 15 66ff33
0 3 15 66ff33
1 3 15 66ff33
0 4 15 66ff33
1 4 15 66ff33
0 5 15 66ff33
1 5 15 66ff33
0 6 15 66ff33
1 6 15 66ff33
0 7 15 66ff33
1 7 15 66ff33
0 8 15 66ff33
1 8 15 66ff33
0 9 15 66ff33
1 9 15 66ff33
0 10 15 66ff33
1 10 15 66ff33
0 11 15 66ff33
1 11 15 66ff33
0 12 15 66ff33
1 12 15 66ff33
0 13 15 66ff33
1 13 15 66ff33
0 14 15 66ff33
1 14 15 66ff33
0 15 15 66ff33
1 15 15 66ff33
-15 -16 31 666699
-14 -16 31 666699
-13 -16 31 666699
-12 -16 31 666699
-11 -16 31 666699
-10 -16 31 666699
-9 -16 31 666699
-8 -16 31 666699
-7 -16 31 666699
-6 -16 31 666699
-5 -16 31 666699
-4 -16 31 666699
-3 -16 31 666699
-2 -16 31 666699
-1 -16 31 666699
-16 -15 31 666699
-16 -14 31 666699
-16 -13 31 666699
-16 -12 31 666699
-16 -11 31 666699
-16 -10 31 666699
-16 -9 31 666699
-16 -8 31 666699
-16 -7 31 666699
-16 -6 31 666699
-16 -5 31 666699
-16 -4 31 666699
-16 -3 31 666699
-16 -2 31 666699
-16 -1 31 666699
15 -16 16 666699
15 -16 17 666699
15 -16 18 666699
15 -16 19 666699
15 -16 20 666699
15 -16 21 666699
15 -16 22 666699
15 -16 23 666699
15 -16 24 666699
15 -16 25 666699
15 -16 26 666699
15 -16 27 666699
15 -16 28 666699
15 -16 29 666699
15 -16 30 666699
0 -16 31 666699
1 -16 31 666699
2 -16 31 666699
3 -16 31 666699
4 -16 31 666699
5 -16 31 666699
6 -16 31 666699
7 -16 31 666699
8 -16 31 666699
9 -16 31 666699
10 -16 31 666699
11 -16 31 666699
12 -16 31 666699
13 -16 31 666699
14 -16 31 666699
15 -16 31 666699
15 -15 31 666699
15 -14 31 666699
15 -13 31 666699
15 -12 31 666699
15 -11 31 666699
15 -10 31 666699
15 -9 31 666699
15 -8 31 666699
15 -7 31 666699
15 -6 31 666699
15 -5 31 666699
15 -4 31 666699
15 -3 31 666699
15 -2 31 666699
15 -1 31 666699
-1 0 16 66ff33
-1 1 16 66ff33
-1 2 16 66ff33
-1 3 16 66ff33
-1 4 16 66ff33
-1 5 16 66ff33
-1 6 16 66ff33
-1 7 16 66ff33
-1 8 16 66ff33
-1 9 16 66ff33
-1 10 16 66ff33
-1 11 16 66ff33
-1 12 16 66ff33
-1 13 16 66ff33
-1 14 16 66ff33
-16 15 16 666699
-1 15 16 66ff33
-2 0 17 66ff33
-1 0 17 66ff33
-2 1 17 66ff33
-1 1 17 66ff33
-2 2 17 66ff33
-1 2 17 66ff33
-2 3 17 66ff33
-1 3 17 66ff33
-2 4 17 66ff33
-1 4 17 66ff33
-2 5 17 66ff33
-1 5 17 66ff33
-2 6 17 66ff33
-1 6 17 66ff33
-2 7 17 66ff33
-1 7 17 66ff33
-2 8 17 66ff33
-1 8 17 66ff33
-2 9 17 66ff33
-1 9 17 66ff33
-2 10 17 66ff33
-1 10 17 66ff33
-2 11 17 66ff33
-1 11 17 66ff33
-2 12 17 66ff33
-1 12 17 66ff33
-2 13 17 66ff33
-1 13 17 66ff33
-2 14 17 66ff33
-1 14 17 66ff33
-16 15 17 666699
-2 15 17 66ff33
-1 15 17 66ff33
-3 0 18 66ff33
-2 0 18 66ff33
-3 1 18 66ff33
-2 1 18 66ff33
-3 2 18 66ff33
-2 2 18 66ff33
-3 3 18 66ff33
-2 3 18 66ff33
-3 4 18 66ff33
-2 4 18 66ff33
-3 5 18 66ff33
-2 5 18 66ff33
-3 6 18 66ff33
-2 6 18 66ff33
-3 7 18 66ff33
-2 7 18 66ff33
-3 8 18 66ff33
-2 8 18 66ff33
-3 9 18 66ff33
-2 9 18 66ff33
-3 10 18 66ff33
-2 10 18 66ff33
-3 11 18 66ff33
-2 11 18 66ff33
-3 12 18 66ff33
-2 12 18 66ff33
-3 13 18 66ff33
-2 13 18 66ff33
-3 14 18 66ff33
-2 14 18 66ff33
-16 15 18 666699
-3 15 18 66ff33
-2 15 18 66ff33
-4 0 19 66ff33
-3 0 19 66ff33
-4 1 19 66ff33
-3 1 19 66ff33
-4 2 19 66ff33
-3 2 19 66ff33
-4 3 19 66ff33
-3 3 19 66ff33
-4 4 19 66ff33
-3 4 19 66ff33
-4 5 19 66ff33
-3 5 19 66ff33
-4 6 19 66ff33
-3 6 19 66ff33
-4 7 19 66ff33
-3 7 19 66ff33
-4 8 19 66ff33
-3 8 19 66ff33
-4 9 19 66ff33
-3 9 19 66ff33
-4 10 19 66ff33
-3 10 19 66ff33
-4 11 19 66ff33
-3 11 19 66ff33
-4 12 19 66ff33
-3 12 19 66ff33
-4 13 19 66ff33
-3 13 19 66ff33
-4 14 19 66ff33
-3 14 19 66ff33
-16 15 19 666699
-4 15 19 66ff33
-3 15 19 66ff33
-5 0 20 66ff33
-4 0 20 66ff33
-5 1 20 66ff33
-4 1 20 66ff33
-5 2 20 66ff33
-4 2 20 66ff33
-5 3 20 66ff33
-4 3 20 66ff33
-5 4 20 66ff33
-4 4 20 66ff33
-5 5 20 66ff33
-4 5 20 66ff33
-5 6 20 66ff33
-4 6 20 66ff33
-5 7 20 66ff33
-4 7 20 66ff33
-5 8 20 66ff33
-4 8 20 66ff33
-5 9 20 66ff33
-4 9 20 66ff33
-5 10 20 66ff33
-4 10 20 66ff33
-5 11 20 66ff33
-4 11 20 66ff33
-5 12 20 66ff33
-4 12 20 66ff33
-5 13 20 66ff33
-4 13 20 66ff33
-5 14 20 66ff33
-4 14 20 66ff33
-16 15 20 666699
-5 15 20 66ff33
-4 15 20 66ff33
-6 0 21 66ff33
-5 0 21 66ff33
-6 1 21 66ff33
-5 1 21 66ff33
-6 2 21 66ff33
-5 2 21 66ff33
-6 3 21 66ff33
-5 3 21 66ff33
-6 4 21 66ff33
-5 4 21 66ff33
-6 5 21 66ff33
-5 5 21 66ff33
-6 6 21 66ff33
-5 6 21 66ff33
-6 7 21 66ff33
-5 7 21 66ff33
-6 8 21 66ff33
-5 8 21 66ff33
-6 9 21 66ff33
-5 9 21 66ff33
-6 10 21 66ff33
-5 10 21 66ff33
-6 11 21 66ff33
-5 11 21 66ff33
-6 12 21 66ff33
-5 12 21 66ff33
-6 13 21 66ff33
-5 13 21 66ff33
-6 14 21 66ff33
-5 14 21 66ff33
-16 15 21 666699
-6 15 21 66ff33
-5 15 21 66ff33
-7 0 22 66ff33
-6 0 22 66ff33
-7 1 22 66ff33
-6 1 22 66ff33
-7 2 22 66ff33
-6 2 22 66ff33
-7 3 22 66ff33
-6 3 22 66ff33
-7 4 22 66ff33
-6 4 22 66ff33
-7 5 22 66ff33
-6 5 22 66ff33
-7 6 22 66ff33
-6 6 22 66ff33
-7 7 22 66ff33
-6 7 22 66ff33
-7 8 22 66ff33
-6 8 22 66ff33
-7 9 22 66ff33
-6 9 22 66ff33
-7 10 22 66ff33
-6 10 22 66ff33
-7 11 22 66ff33
-6 11 22 66ff33
-7 12 22 66ff33
-6 12 22 66ff33
-7 13 22 66ff33
-6 13 22 66ff33
-7 14 22 66ff33
-6 14 22 66ff33
-16 15 22 666699
-7 15 22 66ff33
-6 15 22 66ff33
-8 0 23 66ff33
-7 0 23 66ff33
-8 1 23 66ff33
-7 1 23 66ff33
-8 2 23 66ff33
-7 2 23 66ff33
-8 3 23 66ff33
-7 3 23 66ff33
-8 4 23 66ff33
-7 4 23 66ff33
-8 5 23 66ff33
-7 5 23 66ff33
